what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362906071957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362906072036
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362906072171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362906088387
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362906089911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362906098182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362906182450
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362906189768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362906200605
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362906203214
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1362906207633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362906207915
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362906229923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362906229992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362906230105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362906238875
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362906241107
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362906242816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362906243182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362906246019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362906248998
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362906251688
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1362906254977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362906255251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362906265758
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362906266832
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362906273722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362906394245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362906725600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362906732873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362906746091
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362906746269
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362906746331
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362906770078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362906786680
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362906788610
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362906806180
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362906995464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362906997481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362907004565
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362907051780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362907263648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362907313672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362907315942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362907522099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362907527139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362907532487
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362907674450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362907956961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362937954215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362937961187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362937961584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362937977807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362937979589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362937982353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362970049063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362970091137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362970210516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362971337542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362971340946
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362971369978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362971370060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362971380195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362971397989
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362971398172
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362971398235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362971470710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362971487014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362971623357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362971696690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362971860040
started,bundle,com.google.gdt.eclipse.maven,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.maven",1362971864021
executed,command,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.junitShortcut.run",1362971864021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362971864090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362971869999
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362971926227
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362971943141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362971978579
executed,command,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.junitShortcut.run",1362971983326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362971997201
executed,command,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.junitShortcut.run",1362972001489
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362972034868
executed,command,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.junitShortcut.run",1362972038946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362972073369
executed,command,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.junitShortcut.run",1362972076835
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362972113771
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362972144358
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362972146275
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362972151511
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362972151729
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362972165139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362972297398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362972319393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362972355926
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362972365441
executed,command,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.junitShortcut.run",1362972369344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362972398285
executed,command,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.junitShortcut.run",1362972402023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362972539261
executed,command,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.junitShortcut.run",1362972543440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362972663017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973026443
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362973043410
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362973075441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362973112484
executed,command,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.junitShortcut.run",1362973116462
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362973349283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362973385747
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362973407024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362973415028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362973418568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362973457683
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362973460895
executed,command,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.junitShortcut.run",1362973464632
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362973470998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362973491795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362973495202
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362973497044
executed,command,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.junitShortcut.run",1362973501007
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362973535113
executed,command,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.junitShortcut.run",1362973539801
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362973556873
executed,command,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.junitShortcut.run",1362973561656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362973572446
executed,command,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.junitShortcut.run",1362973576020
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362973589265
executed,command,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.junitShortcut.run",1362973593526
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362973613814
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362973624263
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1362973628123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973628408
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362973649424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973649506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973651837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973657414
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362973669689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362973693036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362973716811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362973724181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362973727482
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1362973731339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973731623
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362973753207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973753278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973753421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973763547
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362973765054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362973768657
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362973779357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362973790203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362973795098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362973797779
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1362973801421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973801697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973802813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362973823901
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362973825313
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973826789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973843588
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362973843783
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362973860524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973860736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973876176
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362973876362
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362973881196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362973885333
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1362973890423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973890698
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362973911881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973911955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973912075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973917817
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362973918009
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362973944344
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1362973945339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362973947503
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1362973951353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973951627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973966376
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362973967520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973971060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973974717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362973985929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362974118928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362974133610
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362974198961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362974210294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362984723548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362984828125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362991434528
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1362991443719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362991444027
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362991466149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362991466230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362991467407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362991497167
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362991497368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362991532794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362991535004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362991588157
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1362991610285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362991612707
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1362991616869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362991617172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362991638570
